relation_id,sentence_id,description,is_true,expectation,words,c_start,c_length,p_start,p_length,p_length,features,weights
3230902@41_21-3230902@41_2,3230902@41,Jesse Fuller-Dylan,,0.298,"{According,to,Dylan,biographer,David,Dalton,"","",Dylan,borrowed,the,idea,of,using,a,harmonica,rack,from,Fuller,"","",and,imitated,Fuller,'s,``,gravelly,vocal,style,.,''}",21,1,2,1,1,"{num_words_between_bucket=2,""INV_BETW_L_[poss dobj conj_and pobj nn]imitated"",""INV_BETW_D_[poss style dobj imitate conj_and borrow pobj Dalton nn]imitated"",""INV_BETW_[poss style dobj imitate conj_and borrow pobj Dalton nn]imitated""}","{-0.104993,0,0,0}"
12149920@44_33-12149920@44_27,12149920@44,Ryusuke Taguchi-Azteca,,0.232,"{He,defended,the,championship,once,again,on,October,7,"","",2007,at,independent,promotion,Pro,Wrestling,KAGEKI,'s,tenth,anniversary,show,"","",defeating,the,company,'s,founder,Azteca,;,the,following,day,"","",Taguchi,again,defended,the,title,"","",defeating,Minoru,once,more,.}",33,1,27,1,1,"{num_words_between_bucket=1,""INV_BETW_[nsubj defend parataxis defend xcomp defeat dobj]"",""INV_BETW_L_[nsubj parataxis xcomp dobj]"",""INV_BETW_D_[nsubj defend parataxis defend xcomp defeat dobj]""}","{-0.109778,0,0,0}"
8148679@16_4-8148679@16_10,8148679@16,Henry Sobel-Albert Einstein,,0.286,"{On,March,30,"","",Sobel,was,admitted,to,Hospital,Israelita,Albert,Einstein,.}",4,1,10,2,2,"{""BETW_L_[nsubjpass prep_to]"",people_between_bucket=0,num_words_between_bucket=1,NGRAM_1_[admit],""BETW_[nsubjpass admit prep_to]"",""BETW_D_[nsubjpass admit prep_to]""}","{0.577764,0.4248,-0.109778,-0.0446552,0,0}"
43538073@85_4-43538073@85_1,43538073@85,Noel Farnie Robertson-Ian Fleming,,0.202,"{With,Ian,Fleming,"","",Robertson,wrote,a,history,of,the,chair,that,he,had,held,for,many,years,"","",Britain,'s,first,chair,of,Agriculture,which,was,established,in,1790,.}",4,1,1,2,2,"{""INV_BETW_L_[nsubj prep_with]"",num_words_between_bucket=0,""INV_BETW_D_[nsubj write prep_with]"",""INV_BETW_[nsubj write prep_with]""}","{-0.107618,0.0050051,0,0}"
20201210@1_6-20201210@1_2,20201210@1,Jørgen Frantz Hammershaimb-Frantz Hammershaimb J,,0.084,"{J,rgen,Frantz,Hammershaimb,J,rgen,Frantz,Hammershaimb,"","",born,6,July,1767,-,died,24,May,1820,.}",6,2,2,3,3,"{no_dependency,INV_BETW_L_[nn],INV_BETW_D_[nn],INV_BETW_[nn],num_words_between_bucket=0}","{-1.3066,-0.348896,-0.344643,-0.343552,0.0050051}"
16208@259_24-16208@259_11,16208@259,James G. Blaine-Harrison,,0.286,"{Blaine,returned,to,the,United,States,in,August,1888,and,visited,Harrison,at,his,home,in,October,"","",where,twenty-five,thousand,residents,paraded,in,Blaine,'s,honor,.}",24,1,11,1,1,"{num_words_between_bucket=2,""INV_BETW_D_[poss honor prep_in parade rcmod October prep_in home prep_at visit dobj]in"",""INV_BETW_L_[poss prep_in rcmod prep_in prep_at dobj]in"",""INV_BETW_[poss honor prep_in parade rcmod October prep_in home prep_at visit dobj]in""}","{-0.104993,0,0,0}"
51879@138_17-51879@138_38,51879@138,Gamal Abdel Nasser-Maher,,0.372,"{Relations,between,the,RCC,and,Maher,grew,tense,"","",however,"","",as,the,latter,viewed,many,of,Nasser,'s,schemes,agrarian,reform,"","",abolition,of,the,monarchy,"","",reorganization,of,political,parties,as,too,radical,"","",culminating,in,Maher,'s,resignation,on,7,September,.}",17,1,38,1,1,"{dep_path_length>5,num_words_between_bucket=3,people_between_bucket=0,NGRAM_1_['s],NGRAM_1_[political],NGRAM_1_[party]}","{0.845584,-0.728149,0.4248,-0.275959,0.174864,-0.112325}"
21484050@4_26-21484050@4_0,21484050@4,Caelius Vibenna-Tacitus,,0.152,"{Tacitus,relates,that,a,certain,hill,in,Rome,"","",previously,named,Querquetulanus,-LRB-,after,the,trees,covering,the,hill,-RRB-,was,renamed,the,Caelian,Hill,after,Caelius,Vibenna,.}",26,2,0,1,1,"{num_words_between_bucket=3,""INV_BETW_L_[prep_after ccomp nsubj]"",""INV_BETW_D_[prep_after rename ccomp relate nsubj]"",""INV_BETW_[prep_after rename ccomp relate nsubj]""}","{-0.728149,0,0,0}"
42817337@11_4-42817337@11_11,42817337@11,Kevin Bryce-John Macphail,,0.424,"{Following,the,Championship,"","",Bryce,was,named,the,recipient,for,the,John,Macphail,Scholarship,for,the,2007,season,.}",4,1,11,2,2,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[name],num_words_between_bucket=1,NGRAM_1_[recipient],""BETW_L_[nsubjpass xcomp prep_for nn]""}","{0.845584,0.4248,-0.392432,-0.109778,0.062113,0}"
1163502@37_0-1163502@37_2,1163502@37,Pernell Roberts-Ben Cartwright,,0.218,"{Roberts,played,Ben,Cartwright,'s,urbane,eldest,son,Adam,"","",in,the,Western,television,series,``,Bonanza,'',.}",0,1,2,2,2,"{people_between_bucket=0,NGRAM_1_[play],WORD_SEQ_[played],""BETW_L_[nsubj dobj poss]played"",num_words_between_bucket=0,""BETW_[nsubj play dobj Adam poss]played""}","{0.4248,-0.404552,-0.0499866,-0.011348,0.0050051,0}"
759058@17_6-759058@17_17,759058@17,Frederick Burr Opper-Coolidge,,0.588,"{On,Happy,'s,30th,birthday,"","",Opper,threw,a,party,attended,by,President,Hoover,"","",former,President,Coolidge,"","",Charles,Schwab,"","",Alfred,E.,Smith,and,others,.}",6,1,17,1,1,"{people_between_bucket=1,dep_path_length>5,num_words_between_bucket=2,""BETW_D_[nsubj throw dobj party vmod attend agent Hoover appos]"",""BETW_[nsubj throw dobj party vmod attend agent Hoover appos]"",""BETW_L_[nsubj dobj vmod agent appos]""}","{1.18556,0.845584,-0.104993,0,0,0}"
37440722@19_8-37440722@19_20,37440722@19,Callum Morris-Morton,,0.272,"{On,his,return,on,29,December,2012,"","",Morris,scored,his,first,goal,"","",in,a,4,2,loss,against,Morton,.}",8,1,20,1,1,"{people_between_bucket=0,num_words_between_bucket=2,NGRAM_1_[score],NGRAM_1_[first],NGRAM_1_[goal],NGRAM_1_[4]}","{0.4248,-0.104993,-0.103788,-0.0754256,-0.0540079,0.0513437}"
206346@5_0-206346@5_7,206346@5,"Sir William Hamilton, 9th Baronet-Thomas Hamilton",,0.028,"{William,Hamilton,and,a,younger,brother,"","",Thomas,Hamilton,"","",were,brought,up,by,their,mother,.}",0,2,7,2,2,"{people_between_bucket=0,NGRAM_1_[brother],NGRAM_1_[younger],""BETW_L_[conj_and appos]"",num_words_between_bucket=1,""NGRAM_2_[younger brother]""}","{0.4248,0.251234,0.204572,0.17705,-0.109778,0.0916486}"
4716470@69_1-4716470@69_44,4716470@69,Jose Diokno-Maria Victoria,,0.514,"{Sen.,Diokno,was,married,to,Carmen,Icasiano,"","",with,whom,he,had,ten,-LRB-,10,-RRB-,children,:,Carmen,Leonor,"","",Jose,Ramon,"","",Maria,de,la,Paz,"","",Maria,Serena,"","",Maria,Teresa,"","",Maria,Socorro,"","",Jose,Miguel,"","",Jose,Manuel,"","",Maria,Victoria,and,Martin,Jose,.}",1,1,44,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_D_[nsubjpass marry dep Leonor appos Miguel appos Manuel appos]"",""BETW_L_[nsubjpass dep appos appos appos]"",""BETW_[nsubjpass marry dep Leonor appos Miguel appos Manuel appos]""}","{1.97439,0.845584,-0.728149,0,0,0}"
32986419@11_9-32986419@11_14,32986419@11,Alexander Matthews-Tin Lizzie,,0.11,"{For,the,final,issue,of,the,print,Dandy,"","",Alexander,Matthews,drew,Whacko,"","",Tin,Lizzie,and,Nuke,Noodle,.}",9,2,14,2,2,"{people_between_bucket=0,""BETW_L_[nsubj dobj conj_and]"",NGRAM_1_[draw],num_words_between_bucket=0,""BETW_[nsubj draw dobj Whacko conj_and]"",""BETW_D_[nsubj draw dobj Whacko conj_and]""}","{0.4248,-0.320572,-0.076282,0.0050051,0,0}"
1290197@14_30-1290197@14_13,1290197@14,Ronald de Boer-Frank,,0.454,"{There,was,then,controversy,soon,after,De,Boer,and,his,twin,brother,"","",Frank,"","",signed,a,six-year,contract,extension,with,Ajax,at,the,start,1998,99,season,"","",when,Ronald,and,Frank,took,successful,legal,action,to,have,the,contract,voided,.}",30,1,13,1,1,"{num_words_between_bucket=2,""INV_BETW_D_[nsubj take rcmod season prep_at sign nsubj Boer conj_and brother appos]"",""INV_BETW_L_[nsubj rcmod prep_at nsubj conj_and appos]"",""INV_BETW_[nsubj take rcmod season prep_at sign nsubj Boer conj_and brother appos]""}","{-0.104993,0,0,0}"
1113688@140_15-1113688@140_8,1113688@140,Pazhassi Raja-Vira Varma,,0.258,"{So,British,troops,arrived,in,Kottayam,to,help,Vira,Varma,s,tax,collectors,"","",but,Pazhassi,Raja,s,men,resisted,them,with,success,.}",15,2,8,2,2,"{num_words_between_bucket=1,""INV_BETW_[nsubj s conj_but arrive xcomp help ccomp collector nsubj]"",""INV_BETW_L_[nsubj conj_but xcomp ccomp nsubj]"",""INV_BETW_D_[nsubj s conj_but arrive xcomp help ccomp collector nsubj]""}","{-0.109778,0,0,0}"
21806721@40_1-21806721@40_23,21806721@40,John Catron-Andrew Johnson,,0.284,"{After,Catron,'s,death,"","",Congress,eliminated,his,seat,under,the,Judicial,Circuits,Act,from,the,Court,as,a,way,to,prevent,President,Andrew,Johnson,"","",who,barely,escaped,impeachment,"","",from,appointing,any,justices,.}",1,1,23,2,2,"{dep_path_length>5,num_words_between_bucket=3,people_between_bucket=0,NGRAM_1_['s],NGRAM_1_[death],NGRAM_1_[seat]}","{0.845584,-0.728149,0.4248,-0.275959,0.190366,-0.0903232}"
2126650@11_0-2126650@11_13,2126650@11,Rajat Gupta-Ashwini Kumar Gupta,,0.896,"{Rajat,Gupta,was,born,in,Kolkata,"","",India,to,Pran,Kumar,Gupta,and,Ashwini,Kumar,Gupta,.}",0,2,13,3,3,"{people_between_bucket=2,""BETW_L_[nsubjpass prep_in appos prep_to conj_and]"",dep_path_length>5,num_words_between_bucket=2,""BETW_[nsubjpass bear prep_in Kolkata appos India prep_to Gupta conj_and]"",""BETW_D_[nsubjpass bear prep_in Kolkata appos India prep_to Gupta conj_and]""}","{1.97439,1.43194,0.845584,-0.104993,0,0}"
24122429@29_0-24122429@29_5,24122429@29,Mark S. Berry-Alisha,,0.146,"{Mark,'s,hit,productions,for,Alisha,included,the,#,1,dance,singles,All,Night,Passion,and,Too,Turned,On,along,with,the,international,pop,smash,Baby,Talk,"","",which,went,on,to,become,a,worldwide,chart-topping,hit,"","",remaining,on,the,Billboard,pop,charts,for,over,four,months,.}",0,1,5,1,1,"{people_between_bucket=0,NGRAM_1_['s],NGRAM_1_[production],NGRAM_1_[hit],""BETW_L_[poss prep_for]for"",num_words_between_bucket=0}","{0.4248,-0.275959,-0.226194,-0.0712381,0.0481043,0.0050051}"
13242283@18_0-13242283@18_24,13242283@18,Jacob Regnart-Michael Praetorius,,0.126,"{Regnart,'s,works,were,regularly,anthologized,well,into,the,17th,century,"","",and,his,music,was,held,in,high,regard,by,such,theorists,as,Michael,Praetorius,and,Jacob,Burmeister,.}",0,1,24,2,2,"{dep_path_length>5,num_words_between_bucket=3,people_between_bucket=0,NGRAM_1_[work],NGRAM_1_['s],NGRAM_1_[hold]}","{0.845584,-0.728149,0.4248,-0.377051,-0.275959,-0.197108}"
5871087@45_18-5871087@45_8,5871087@45,Ralph Munroe-Willoughby,,0.26,"{For,example,"","",three,of,the,illustrations,in,Willoughby,'s,``,Across,the,Everglades,'',are,credited,to,Munroe,.}",18,1,8,1,1,"{num_words_between_bucket=1,""INV_BETW_D_[prep_to credit nsubjpass three prep_of illustration prep_in]"",""INV_BETW_[prep_to credit nsubjpass three prep_of illustration prep_in]"",""INV_BETW_L_[prep_to nsubjpass prep_of prep_in]""}","{-0.109778,0,0,0}"
38254830@7_1-38254830@7_21,38254830@7,John Challoner-Thomas Chaloner,,0.328,"{Both,John,and,his,brother,Francis,Challoner,settled,in,Dublin,:,their,brother,was,the,Elizabethan,ambassador,and,statesman,"","",Sir,Thomas,Chaloner,.}",1,1,21,2,2,"{people_between_bucket=2,num_words_between_bucket=2,""BETW_L_[nsubj dep]"",""BETW_D_[nsubj settle dep]"",""BETW_[nsubj settle dep]""}","{1.97439,-0.104993,0.0354214,0,0}"
10673374@8_3-10673374@8_7,10673374@8,Kia Goodwin-Tiffany Holloway,,0.24,"{In,1985,"","",Goodwin,was,cast,as,Tiffany,Holloway,on,the,NBC,television,series,"","",``,227,'',as,a,series,regular,during,the,show,'s,first,season,.}",3,1,7,2,2,"{people_between_bucket=0,NGRAM_1_[cast],""BETW_L_[nsubjpass prep_as]"",num_words_between_bucket=0,""BETW_[nsubjpass cast prep_as]"",""BETW_D_[nsubjpass cast prep_as]""}","{0.4248,-0.190736,-0.139726,0.0050051,0,0}"
27281415@13_13-27281415@13_1,27281415@13,Queen Jeonghui-Seongjong,,0.334,"{As,Seongjong,was,only,13,at,the,time,of,his,accession,"","",Queen,Jeonghui,ruled,the,nation,in,Seongjong,'s,name,along,with,her,daughter-in-law,"","",Seongjong,'s,"","",Queen,Insu,-LRB-,whose,husband,had,never,actually,been,king,-RRB-,.}",13,1,1,1,1,"{""INV_BETW_L_[nsubj advcl nsubj]"",num_words_between_bucket=2,""INV_BETW_[nsubj rule advcl 13 nsubj]"",""INV_BETW_D_[nsubj rule advcl 13 nsubj]""}","{0.534042,-0.104993,0,0}"
35491005@6_10-35491005@6_14,35491005@6,Wise woman of Abel-Asher,,0.39,"{According,to,an,Aggadic,Midrash,"","",the,wise,woman,of,Abel,was,Serah,bat,Asher,"","",a,person,living,around,650,years,earlier,.}",10,1,14,1,1,"{people_between_bucket=1,""BETW_L_[prep_of nsubj]"",num_words_between_bucket=0,""BETW_[prep_of woman nsubj]"",""BETW_D_[prep_of woman nsubj]""}","{1.18556,0.0353709,0.0050051,0,0}"
38913954@14_3-38913954@14_10,38913954@14,Adnan Kassar-Fransabank,,0.086,"{In,addition,"","",Kassar,and,his,brother,are,shareholders,of,Fransabank,"","",a,large,Lebanese,commercial,bank,.}",3,1,10,1,1,"{""BETW_L_[nsubj prep_of]"",people_between_bucket=0,NGRAM_1_[brother],num_words_between_bucket=1,""BETW_D_[nsubj shareholder prep_of]"",""BETW_[nsubj shareholder prep_of]""}","{0.778384,0.4248,0.251234,-0.109778,0,0}"
37819246@16_0-37819246@16_7,37819246@16,Svyatoslav Belza-Shakespeare,,0.506,"{Belza,was,considered,one,of,the,foremost,Shakespeare,experts,in,Russia,.}",0,1,7,1,1,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[consider],NGRAM_1_[one],num_words_between_bucket=1,""NGRAM_2_[consider one]""}","{0.845584,0.4248,0.19167,0.13017,-0.109778,-0.002912}"
23853505@41_33-23853505@41_23,23853505@41,Diego von Bergen-Baron Johann von Plessen,,0.284,"{On,March,13,"","",1940,"","",Germany,named,two,new,ministers,to,their,embassy,in,Rome,Prince,Otto,Christian,Archibald,von,Bismarck,and,Baron,Johann,von,Plessen,with,von,Bismarck,expected,to,succeed,von,Bergen,"","",who,was,reported,as,ill,.}",33,2,23,4,4,"{num_words_between_bucket=1,""INV_BETW_L_[dobj xcomp nsubj prep_in conj_and]"",""INV_BETW_[dobj succeed xcomp expect nsubj minister prep_in Bismarck conj_and]"",""INV_BETW_D_[dobj succeed xcomp expect nsubj minister prep_in Bismarck conj_and]""}","{-0.109778,0,0,0}"
628825@2_0-628825@2_32,628825@2,"Otto, Duke of Burgundy-Hugh",,0.26,"{Otto,was,son,of,Hugh,the,Great,"","",count,of,Paris,by,his,wife,Hedwige,of,Saxony,"","",sister,of,Otto,I,"","",Holy,Roman,Emperor,"","",and,was,brother,of,king,Hugh,I,of,France,.}",0,1,32,1,1,"{people_between_bucket=2,num_words_between_bucket=3,""BETW_L_[nsubj conj_and prep_of]"",""BETW_D_[nsubj son conj_and brother prep_of]"",""BETW_[nsubj son conj_and brother prep_of]""}","{1.97439,-0.728149,0.606302,0.0185826,0.0185826}"
9396554@16_1-9396554@16_5,9396554@16,Robert J. Huber-Mary Pauline Tolleson,,0.362,"{Mrs.,Huber,"","",the,former,Mary,Pauline,``,Polly,'',Tolleson,-LRB-,July,10,"","",1923,January,25,"","",2005,-RRB-,"","",was,a,native,of,Oklahoma,who,was,reared,in,Hope,"","",Arkansas,.}",1,1,5,2,2,"{NGRAM_1_[former],people_between_bucket=0,""BETW_L_[appos nn]"",num_words_between_bucket=0,""BETW_[appos Tolleson nn]"",""BETW_D_[appos Tolleson nn]""}","{0.702721,0.4248,-0.402098,0.0050051,0,0}"
4197808@3_14-4197808@3_2,4197808@3,Fred Bronson-Irving Bronson,,0.256,"{Born,to,Irving,and,Mildred,Bronson,and,raised,in,Culver,City,"","",California,"","",Bronson,showed,an,early,aptitude,for,gauging,the,popularity,of,artists,and,songs,.}",14,1,2,2,2,"{num_words_between_bucket=2,""INV_BETW_L_[appos appos prep_in conj_and null null]"",""INV_BETW_D_[appos California appos City prep_in raise conj_and bear null . null]"",""INV_BETW_[appos California appos City prep_in raise conj_and bear null . null]""}","{-0.104993,0,0,0}"
287603@12_0-287603@12_35,287603@12,Arthur Currie-Jane Patterson,,0.964,"{Arthur,Currie,-LRB-,his,surname,at,birth,was,spelled,``,Curry,'',-RRB-,was,born,in,the,hamlet,of,Napperton,"","",Ontario,"","",just,west,of,Strathroy,"","",the,son,of,William,Garner,Curry,and,Jane,Patterson,.}",0,2,35,2,2,"{""BETW_L_[nsubjpass dep prep_of conj_and]"",people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_D_[nsubjpass bear dep son prep_of Curry conj_and]"",""BETW_[nsubjpass bear dep son prep_of Curry conj_and]""}","{2.53713,1.97439,0.845584,-0.728149,0,0}"
14418884@49_4-14418884@49_31,14418884@49,Mark Bourrie-Joseph Bourret,,0.598,"{His,family,"","",the,Bour,s,"","",originally,settled,in,Charlesbourg,"","",Quebec,in,the,1660s,and,he,is,descended,from,King,'s,Daughters,Anne,Marie,Bellehache,A,close,relative,"","",Joseph,Bourret,"","",served,as,mayor,of,Montreal,and,in,the,Union,government,of,Lafontaine-Baldwin,.}",4,1,31,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_D_[nn s appos family nsubj settle ccomp descend prep_from A appos]"",""BETW_[nn s appos family nsubj settle ccomp descend prep_from A appos]"",""BETW_L_[nn appos nsubj ccomp prep_from appos]""}","{1.97439,0.845584,-0.728149,0,0,0}"
6523583@6_4-6523583@6_26,6523583@6,Amé Bourdon-Jacques Theodore de Brias,,0.206,"{In,1678,"","",Am,Bourdon,published,his,double,folio,anatomical,plates,"","",``,Nouvelles,tables,anatomiques,'',"","",most,likely,through,the,assistance,of,his,patron,Jacques,Theodore,de,Brias,"","",archev,que,de,Cambrai,.}",4,1,26,4,4,"{num_words_between_bucket=3,people_between_bucket=0,NGRAM_1_[publish],NGRAM_1_[table],NGRAM_1_[double],NGRAM_1_[patron]}","{-0.728149,0.4248,0.0412426,0.0389166,-0.0382486,0.0347483}"
6034503@9_6-6034503@9_31,6034503@9,Cooper Wallace-Bo Scaife,,0.648,"{On,December,12,"","",2006,"","",Wallace,replaced,defensive,end,Antwan,Odom,on,the,active,roster,in,order,to,provide,depth,at,the,tight,end,position,"","",since,starting,tight,end,Bo,Scaife,was,out,with,an,ankle,injury,.}",6,1,31,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_L_[nsubj advcl advcl csubj dobj]"",""BETW_D_[nsubj replace advcl provide advcl be csubj start dobj]"",""BETW_[nsubj replace advcl provide advcl be csubj start dobj]""}","{1.97439,0.845584,-0.728149,0,0,0}"
39575291@6_0-39575291@6_16,39575291@6,Marina Rebeka-Fabio Luisi,,0.74,"{Rebeka,has,sung,under,the,baton,of,Riccardo,Muti,"","",Zubin,Mehta,"","",Antonio,Pappano,"","",Fabio,Luisi,"","",Paolo,Carignani,"","",Roberto,Abbado,"","",Alberto,Zedda,"","",Michail,Jurowski,"","",St,phane,Den,ve,"","",Yves,Abel,"","",Michele,Mariotti,"","",Teodor,Currentzis,"","",Alessandro,De,Marchi,"","",.}",0,1,16,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=2,""BETW_L_[nsubj prep_under appos appos]"",""BETW_D_[nsubj sing prep_under baton appos Pappano appos]"",""BETW_[nsubj sing prep_under baton appos Pappano appos]""}","{1.97439,0.845584,-0.104993,0,0,0}"
44629508@23_12-44629508@23_0,44629508@23,"Arthur Algernon Capell, 6th Earl of Essex-John Thomas",,0.24,"{John,Thomas,had,died,in,1819,and,so,the,title,passed,to,Arthur,upon,George,'s,death,on,23,April,1839,.}",12,1,0,2,2,"{num_words_between_bucket=2,""INV_BETW_L_[prep_to conj_and nsubj]"",""INV_BETW_[prep_to pass conj_and die nsubj]"",""INV_BETW_D_[prep_to pass conj_and die nsubj]""}","{-0.104993,0.0040888,0,0}"
25841592@32_36-25841592@32_8,25841592@32,António José Enes-Ant nio Enes,,0.182,"{Immediately,after,the,British,Ultimatum,of,1890,"","",Ant,nio,Enes,was,nominated,Minister,of,the,Navy,and,Overseas,-LRB-,he,served,from,14,October,1890,to,25,May,1891,-RRB-,in,the,government,of,General,Jo,o,Cris,stomo,de,Abreu,e,Sousa,.}",36,1,8,3,3,"{num_words_between_bucket=3,""INV_BETW_L_[nn prep_of prep_in dep dobj nsubjpass]"",""INV_BETW_D_[nn Abreu prep_of government prep_in Sousa dep Minister dobj nominate nsubjpass]"",""INV_BETW_[nn Abreu prep_of government prep_in Sousa dep Minister dobj nominate nsubjpass]""}","{-0.728149,0,0,0}"
9329229@20_4-9329229@20_7,9329229@20,Viktor Zolotov-Tretyakov,,0.148,"{During,the,meeting,"","",Zolotov,suddenly,struck,Tretyakov,in,his,temple,to,demonstrate,and,practice,the,knowledge,of,martial,arts,.}",4,1,7,1,1,"{people_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[strike],NGRAM_1_[suddenly],num_words_between_bucket=0,""WORD_SEQ_[suddenly struck]""}","{0.4248,-0.273492,-0.0603661,0.0279973,0.0050051,0}"
39781328@12_2-39781328@12_20,39781328@12,Alma Stanley-Edward O'Connor Terry,,0.704,"{In,1876,Stanley,became,a,cast,member,at,the,Gaiety,Theatre,"","",London,when,Nellie,Farren,"","",Kate,Vaughan,"","",Edward,O'Connor,Terry,"","",and,Edward,Royce,were,at,the,pinnacles,of,their,popularity,.}",2,1,20,3,3,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=2,""BETW_D_[nsubj become xcomp member prep_at Theatre rcmod be nsubj Farren appos]"",""BETW_L_[nsubj xcomp prep_at rcmod nsubj appos]"",""BETW_[nsubj become xcomp member prep_at Theatre rcmod be nsubj Farren appos]""}","{1.97439,0.845584,-0.104993,0,0,0}"
34193106@4_0-34193106@4_15,34193106@4,Robert Edwin Newbery-John Newbery,,0.954,"{Robert,Edwin,Newbery,was,born,on,24,April,1884,in,Shoreditch,London,"","",son,of,John,Newbery,and,Elizabeth,Temperance,Gravatt,.}",0,3,15,2,2,"{NGRAM_1_[bear],NGRAM_1_[son],dep_path_length>5,people_between_bucket=0,""BETW_L_[nsubjpass prep_in appos prep_of]"",num_words_between_bucket=2}","{2.43319,2.25699,0.845584,0.4248,0.158211,-0.104993}"
12329971@7_3-12329971@7_8,12329971@7,Rafael Larco Hoyle-Rafael Larco Herrera,,0.97,"{In,1925,"","",Larco,Hoyle,'s,father,"","",Rafael,Larco,Herrera,acquired,a,collection,of,vases,and,other,archaeological,pieces,from,Alfredo,Hoyle,"","",his,brother-in-law,.}",3,2,8,3,3,"{NGRAM_1_[father],""BETW_L_[poss appos]father"",""BETW_[poss father appos]father"",""BETW_D_[poss father appos]father"",people_between_bucket=0,""NGRAM_2_['s father]""}","{3.00572,0.469714,0.469714,0.469486,0.4248,0.311019}"
